,LATB,LNGB,price
354,22.816196,108.335553,15000
355,22.846691,108.387662,14881
356,22.800504,108.429898,11982
357,22.800504,108.429898,14286
358,22.800504,108.429898,12381
359,22.800504,108.429898,12703
360,22.783749,108.350255,12991
361,22.813386,108.488059,17621
362,22.784166,108.35645900000002,11278
363,22.832666,108.426085,11531
364,22.849897,108.386616,13864
365,22.834139,108.40634,18881
366,22.838343,108.402488,14772
367,22.838343,108.402488,15362
368,22.838343,108.402488,13662
369,22.804818,108.456869,8133
370,22.834833,108.417579,14141
371,22.832608,108.346965,15000
372,22.837255,108.363627,11429
373,22.817148,108.336791,18132
374,22.825211,108.428655,11731
375,22.81465,108.372464,14757
376,22.825211,108.428655,11722
377,22.822093,108.42611,11425
378,22.814535,108.377905,13167
379,22.83122,108.368246,11926
380,22.822579,108.374297,21401
381,22.816853,108.466943,7640
382,22.815013,108.42233600000002,15247
383,22.815013,108.42233600000002,13362
384,22.815013,108.42233600000002,15056
385,22.851182,108.389131,11910
386,22.870734,108.408504,9500
387,22.822528,108.429874,12263
388,22.805969,108.399576,17937
389,22.836349,108.379256,19993
390,22.834868,108.367261,13485
391,22.831597,108.361615,11426
392,22.808355,108.449753,6886
393,22.821943,108.390651,12876
394,22.835006,108.362284,12941
395,22.814545000000006,108.330882,13589
396,22.832589,108.40888,24775
397,22.836603,108.40915,15850
398,22.8241,108.415594,12726
399,22.793463,108.499627,7246
400,22.870734,108.408504,10735
401,22.82996,108.387356,14186
402,22.821943,108.390651,14939
403,22.797925,108.371161,25688
404,22.783749,108.350255,11821
405,22.805381,108.465103,8947
406,22.782232,108.346856,10549
407,22.810623,108.399987,17177
408,22.805763,108.429472,8904
409,22.816032,108.407193,21561
410,22.800504,108.429898,13063
411,22.832589,108.40888,19899
412,22.834833,108.417579,14045
413,22.800504,108.429898,13556
414,22.797567,108.45443,11935
415,22.826241,108.429165,13347
416,22.800504,108.429898,15684
417,22.800504,108.429898,15465
418,22.826704,108.420771,17979
419,22.838343,108.402488,15180
420,22.812364,108.428001,13361
421,22.779952,108.357897,16372
422,22.8241,108.415594,13131
423,22.82996,108.387356,15328
424,22.836603,108.40915,15749
425,22.817422,108.332033,11795
426,22.849897,108.386616,11420
427,22.846691,108.387662,13171
428,22.82462,108.374802,21829
429,22.846691,108.387662,13454
430,22.826241,108.429165,13347
431,22.783749,108.350255,12506
432,22.838429,108.406413,11053
433,22.820304,108.402343,14434
434,22.800504,108.429898,11889
435,22.812597,108.407741,14744
436,22.849232,108.389066,12307
437,22.846691,108.387662,12924
438,22.826704,108.420771,18031
439,22.815201,108.471218,7778
440,22.838343,108.402488,13311
441,22.813223,108.404272,16110
442,22.816853,108.466943,8197
443,22.849897,108.386616,13303
444,22.797567,108.45443,13283
445,22.80998,108.405201,19454
446,22.80998,108.405201,22111
447,22.811932,108.348943,11833
448,22.800504,108.429898,12185
449,22.817422,108.332033,12605
450,22.783749,108.350255,12201
451,22.815774,108.400712,26000
452,22.798392,108.363845,9615
453,22.80998,108.405201,22111
454,22.779952,108.357897,15902
455,22.812494,108.424256,15337
456,22.831745,108.414956,20562
457,22.810725,108.40108,17717
458,22.829828,108.364199,10703
459,22.805765,108.430969,9664
460,22.803805,108.371219,13408
461,22.800504,108.429898,14144
462,22.834619,108.392011,19325
463,22.804597,108.404567,19441
464,22.800504,108.429898,17619
465,22.816032,108.407193,22316
466,22.835281,108.41388899999998,19846
467,22.805763,108.429472,11798
468,22.811391,108.406438,23339
469,22.815013,108.42233600000002,17786
470,22.805765,108.430969,9730
471,22.816032,108.407193,21755
472,22.825062,108.393253,8929
473,22.808434,108.358657,9510
474,22.838343,108.402488,17532
475,22.838429,108.406413,12371
476,22.783749,108.350255,12201
477,22.816074,108.33681599999998,17212
478,22.810188,108.387423,18291
479,22.805381,108.465103,8806
480,22.816853,108.466943,7564
481,22.81284,108.468286,9387
482,22.816399,108.487697,7915
483,22.846691,108.387662,13171
484,22.800504,108.429898,11910
485,22.849897,108.386616,11420
486,22.849232,108.389066,12286
487,22.831834,108.404383,26639
488,22.779952,108.357897,16693
489,22.836603,108.40915,14270
490,22.832011,108.42238799999998,16884
491,22.832135,108.364441,10588
492,22.813564000000003,108.454998,7413
493,22.8241,108.415594,12439
494,22.782232,108.346856,10135
495,22.78276,108.343934,12230
496,22.798538,108.454328,9884
497,22.800728,108.455599,9870
498,22.793463,108.499627,7330
499,22.813497,108.405315,15429
500,22.822666,108.407634,16274
501,22.800504,108.429898,15038
502,22.81284,108.468286,7785
503,22.831847,108.373952,21292
504,22.831847,108.373952,24415
505,22.81623,108.462245,8007
506,22.817295,108.413617,12414
507,22.820267,108.393489,15758
508,22.823299,108.411173,14818
509,22.824801,108.344122,15395
510,22.822093,108.42611,14001
511,22.849232,108.389066,14756
512,22.851182,108.389131,12371
513,22.822528,108.429874,14783
514,22.816032,108.407193,22543
515,22.816853,108.466943,8341
516,22.779952,108.357897,17331
517,22.825211,108.428655,12859
518,22.816676,108.334325,17250
519,22.835281,108.41388899999998,21435
520,22.800504,108.429898,14157
521,22.822093,108.42611,13086
522,22.816853,108.466943,8090
523,22.812494,108.424256,14452
524,22.779952,108.357897,16929
525,22.818788,108.450561,10500
526,22.833611,108.423751,14904
527,22.815013,108.42233600000002,13100
528,22.870734,108.408504,10294
529,22.846691,108.387662,15760
530,22.816853,108.466943,7428
531,22.810725,108.40108,19991
532,22.775649,108.347004,18098
533,22.846691,108.387662,13059
534,22.815013,108.42233600000002,14358
535,22.810041,108.427339,13078
536,22.810954,108.405838,20000
537,22.832011,108.42238799999998,19087
538,22.832011,108.42238799999998,18686
539,22.822093,108.42611,11664
540,22.81868,108.451906,7549
541,22.825211,108.428655,10531
542,22.80689,108.340919,15476
543,22.832666,108.426085,12816
544,22.849897,108.386616,11638
545,22.788783,108.358534,14774
546,22.805381,108.465103,8958
547,22.815995,108.457454,8362
548,22.817407,108.418403,15053
549,22.816074,108.33681599999998,17002
550,22.8169,108.369755,13254
551,22.826704,108.420771,16346
552,22.831847,108.373952,21735
553,22.826704,108.420771,19421
554,22.783749,108.350255,12201
555,22.822528,108.429874,13866
556,22.821752,108.34556299999998,14317
557,22.800504,108.429898,13415
558,22.815013,108.42233600000002,12372
559,22.828711,108.387401,11632
560,22.823299,108.411173,18140
561,22.832011,108.42238799999998,17950
562,22.832666,108.426085,13901
563,22.825645,108.391336,16319
564,22.779952,108.357897,16906
565,22.815013,108.42233600000002,14504
566,22.808537,108.446512,10345
567,22.819644,108.407052,14091
568,22.824421,108.424549,11714
569,22.832666,108.426085,13208
570,22.835281,108.41388899999998,17855
571,22.834139,108.40634,21678
572,22.800504,108.429898,13596
573,22.797567,108.45443,12066
574,22.838343,108.402488,16867
575,22.835281,108.41388899999998,17684
576,22.834309,108.4194,14623
577,22.832011,108.42238799999998,18174
578,22.815324,108.424916,13150
579,22.779952,108.357897,16504
580,22.78276,108.343934,12505
581,22.816853,108.466943,7781
582,22.849897,108.386616,14140
583,22.835281,108.41388899999998,21605
584,22.815013,108.42233600000002,13100
585,22.78276,108.343934,13278
586,22.817148,108.336791,17802
587,22.816032,108.407193,21297
588,22.823299,108.411173,14818
589,22.834937,108.409756,17417
590,22.799885,108.373165,9184
591,22.813028,108.419053,12174
592,22.870734,108.408504,9462
593,22.798538,108.454328,11117
594,22.78276,108.343934,12943
595,22.826704,108.420771,16400
596,22.827656,108.39511,18290
597,22.803805,108.371219,15908
598,22.799753,108.35838,10145
599,22.832808,108.365679,12145
600,22.82462,108.374802,22561
601,22.788783,108.358534,15947
602,22.80155,108.341231,11529
603,22.849897,108.386616,11670
604,22.811902,108.403828,16718
605,22.822691,108.423086,11852
606,22.849897,108.386616,15193
607,22.810623,108.399987,21543
608,22.779952,108.357897,16500
609,22.815324,108.424916,13972
610,22.815013,108.42233600000002,15763
611,22.851182,108.389131,14751
612,22.807747,108.454623,8866
613,22.821532,108.355608,13551
614,22.870734,108.408504,12000
615,22.831661,108.371141,15162
616,22.826704,108.420771,16382
617,22.833048,108.350982,13782
618,22.822528,108.429874,13721
619,22.813028,108.419053,12498
620,22.829857,108.363058,10667
621,22.816853,108.466943,7325
622,22.815013,108.42233600000002,14423
623,22.81868,108.451906,7798
624,22.815013,108.42233600000002,14053
625,22.835281,108.41388899999998,22025
626,22.820987,108.404697,15086
627,22.834833,108.417579,14896
628,22.816853,108.466943,7325
629,22.815013,108.42233600000002,14423
630,22.820987,108.404697,15086
631,22.834833,108.417579,14896
632,22.81868,108.451906,7798
633,22.815013,108.42233600000002,15628
634,22.815324,108.424916,14439
635,22.829828,108.364199,9746
636,22.812494,108.424256,13746
637,22.821532,108.355608,13942
638,22.815324,108.424916,13149
639,22.816399,108.487697,8821
640,22.818391,108.481283,13235
641,22.784662,108.358369,11274
642,22.831661,108.371141,15404
643,22.816032,108.407193,21209
644,22.798392,108.363845,9524
645,22.797197,108.359642,11119
646,22.834937,108.409756,18382
647,22.815013,108.42233600000002,14412
648,22.803616,108.463453,21608
649,22.8288,108.397556,13360
650,22.814583,108.45403600000002,7727
651,22.815013,108.42233600000002,12869
652,22.813398,108.375529,11746
653,22.812364,108.428001,14220
654,22.826704,108.420771,21127
655,22.808349,108.360391,14444
656,22.808434,108.358657,10011
657,22.803166,108.517862,6762
658,22.805765,108.430969,15250
659,22.831397,108.373312,27143
660,22.823132,108.382684,19167
661,22.82908,108.365634,11758
662,22.811902,108.403828,17942
663,22.815013,108.42233600000002,14251
664,22.826704,108.420771,21284
665,22.825918,108.38058,17910
666,22.800504,108.429898,12162
667,22.832666,108.426085,12037
668,22.816399,108.487697,7607
669,22.815089,108.373284,14157
670,22.815324,108.424916,12156
671,22.816853,108.466943,7636
672,22.810725,108.40108,17709
673,22.815013,108.42233600000002,14832
674,22.815324,108.424916,12821
675,22.813214,108.330071,12200
676,22.81638,108.470864,8152
677,22.835281,108.41388899999998,21675
678,22.824801,108.344122,19347
679,22.824801,108.344122,18897
680,22.835281,108.41388899999998,21675
681,22.834868,108.367261,12712
682,22.782232,108.346856,10772
683,22.815775,108.404909,15889
684,22.81284,108.468286,7922
685,22.846691,108.387662,13618
686,22.782025,108.503138,6967
687,22.805698,108.344446,14222
688,22.836603,108.40915,17414
689,22.849897,108.386616,13581
690,22.832197,108.349532,15534
691,22.81315,108.414538,15587
692,22.807747,108.454623,9462
693,22.80998,108.405201,17952
694,22.810041,108.427339,13078
695,22.808537,108.446512,11149
696,22.832666,108.426085,12989
697,22.808537,108.446512,10787
698,22.829226,108.34328700000002,15152
699,22.83756,108.379517,23034
700,22.831597,108.361615,12874
701,22.810041,108.427339,12706
702,22.800504,108.429898,12745
703,22.807461,108.376775,15429
704,22.800504,108.429898,12222
705,22.849897,108.386616,12449
706,22.849897,108.386616,12397
707,22.849232,108.389066,13710
708,22.838343,108.402488,14212
709,22.805381,108.465103,10651
710,22.825974,108.357165,13474
711,22.837744,108.366731,11704
712,22.811902,108.403828,16718
713,22.805765,108.430969,9941
714,22.800504,108.429898,13496
715,22.799753,108.35838,10725
716,22.824488,108.41826,28063
717,22.812364,108.428001,25482
718,22.83756,108.379517,20836
719,22.82263,108.361141,12625
720,22.829226,108.34328700000002,18027
721,22.812943,108.410779,17274
722,22.805763,108.429472,9331
723,22.816399,108.487697,8333
724,22.831661,108.371141,15263
725,22.828232,108.390548,13750
726,22.812597,108.407741,15385
727,22.836603,108.40915,15869
728,22.827861,108.339278,17500
729,22.813479,108.33563999999998,14804
730,22.826704,108.420771,18031
731,22.805066,108.422828,18051
732,22.808013,108.39918,20944
733,22.846691,108.387662,13059
734,22.838343,108.402488,13512
735,22.823368,108.380194,21759
736,22.836603,108.40915,16436
737,22.836603,108.40915,14607
738,22.798538,108.454328,11599
739,22.798392,108.363845,9857
740,22.800504,108.429898,13708
741,22.816853,108.466943,8689
742,22.836603,108.40915,16852
743,22.798538,108.454328,11084
744,22.814545000000006,108.330882,13296
745,22.810041,108.427339,11879
746,22.797567,108.45443,11955
747,22.810623,108.399987,17424
748,22.834139,108.40634,19056
749,22.83233,108.367073,9071
750,22.811902,108.403828,18537
751,22.813028,108.419053,14623
752,22.805969,108.399576,17051
753,22.823299,108.411173,16417
754,22.784662,108.358369,11435
755,22.8169,108.369755,13350
756,22.839249,108.407846,15000
757,22.819888,108.346778,14963
758,22.814545000000006,108.330882,14168
759,22.827784,108.389218,15455
760,22.805381,108.465103,11429
761,22.829226,108.34328700000002,18333
762,22.8241,108.415594,11883
763,22.816399,108.487697,8202
764,22.851182,108.389131,14051
765,22.832589,108.40888,18909
766,22.826704,108.420771,18241
767,22.800504,108.429898,14414
768,22.816032,108.407193,22316
769,22.849897,108.386616,14294
770,22.800504,108.429898,15278
771,22.83756,108.379517,18740
772,22.784166,108.35645900000002,11329
773,22.851182,108.389131,14751
774,22.83184,108.385963,13030
775,22.832808,108.365679,12145
776,22.8241,108.415594,12146
777,22.827897,108.375046,23995
778,22.834907,108.369888,13647
779,22.851182,108.389131,12303
780,22.807253,108.37447,12454
781,22.810725,108.40108,17717
782,22.827772,108.386974,20225
783,22.846691,108.387662,13394
784,22.810954,108.405838,21918
785,22.808349,108.360391,13094
786,22.805381,108.465103,9494
787,22.846691,108.387662,13394
788,22.810954,108.405838,21918
789,22.808349,108.360391,13094
790,22.830636,108.387095,15385
791,22.815201,108.471218,7416
792,22.783749,108.350255,12592
793,22.784233,108.346322,12045
794,22.80998,108.405201,23042
795,22.827205,108.43393,11957
796,22.822691,108.423086,12014
797,22.838341,108.407361,12791
798,22.803805,108.371219,13504
799,22.837255,108.363627,11429
800,22.808355,108.449753,8000
801,22.825645,108.391336,16391
802,22.779952,108.357897,16479
803,22.825645,108.391336,13536
804,22.831745,108.414956,17265
805,22.846691,108.387662,12540
806,22.825021,108.410681,15802
807,22.810725,108.40108,19016
808,22.838343,108.402488,15247
809,22.779952,108.357897,16337
810,22.808349,108.360391,13889
811,22.800504,108.429898,11888
812,22.832011,108.42238799999998,16091
813,22.782232,108.346856,10243
814,22.800504,108.429898,11982
815,22.830792,108.362626,11211
816,22.83756,108.379517,17503
817,22.815013,108.42233600000002,15395
818,22.800504,108.429898,12222
819,22.838343,108.402488,16527
820,22.815324,108.424916,13086
821,22.815013,108.42233600000002,13399
822,22.803278,108.339054,15897
823,22.824791,108.384926,15217
824,22.825974,108.357165,15000
825,22.813398,108.375529,10952
826,22.870734,108.408504,10662
827,22.815324,108.424916,14245
828,22.814545000000006,108.330882,12088
829,22.836603,108.40915,15189
830,22.805765,108.430969,11942
831,22.800504,108.429898,13000
832,22.845401000000006,108.425284,11053
833,22.779952,108.357897,15025
834,22.807253,108.37447,12210
835,22.808349,108.360391,10427
836,22.784233,108.346322,12041
837,22.779952,108.357897,15025
838,22.807253,108.37447,12210
839,22.818132,108.348968,20783
840,22.815324,108.424916,15279
841,22.810623,108.399987,19275
842,22.807461,108.376775,15988
843,22.846691,108.387662,13544
844,22.800504,108.429898,12778
845,22.846691,108.387662,13392
846,22.813028,108.419053,11857
847,22.849897,108.386616,13586
848,22.812364,108.428001,14444
849,22.822579,108.374297,27153
850,22.812364,108.428001,14607
851,22.816032,108.407193,19862
852,22.832011,108.42238799999998,17622
853,22.788485,108.362567,15000
854,22.806038,108.375844,15434
855,22.805682,108.371727,13019
856,22.831745,108.414956,16779
857,22.833611,108.423751,16667
858,22.870734,108.408504,9737
859,22.838429,108.406413,14947
860,22.80455,108.369399,16096
861,22.813223,108.404272,18620
862,22.817148,108.336791,17473
863,22.814545000000006,108.330882,14505
864,22.805381,108.465103,9459
865,22.816032,108.407193,22514
866,22.831661,108.371141,15009
867,22.816032,108.407193,20477
868,22.805381,108.465103,10000
869,22.783749,108.350255,12045
870,22.832011,108.42238799999998,16061
871,22.835281,108.41388899999998,18013
872,22.831847,108.373952,21505
873,22.81284,108.468286,7499
874,22.80998,108.405201,20455
875,22.804818,108.456869,10222
876,22.810561,108.363106,21139
877,22.826241,108.429165,13347
878,22.802712,108.346225,11348
879,22.849897,108.386616,13270
880,22.846691,108.387662,13454
881,22.823318,108.397667,13944
882,22.800504,108.429898,11892
883,22.815201,108.471218,7473
884,22.831847,108.373952,22510
885,22.81561,108.374065,10159
886,22.826704,108.420771,17599
887,22.816074,108.33681599999998,17212
888,22.810725,108.40108,18991
889,22.802836,108.399139,22699
890,22.779952,108.357897,16667
891,22.779952,108.357897,16238
892,22.838343,108.402488,16404
893,22.832666,108.426085,11284
894,22.834833,108.417579,13483
895,22.824488,108.41826,24583
896,22.807461,108.376775,18571
897,22.813028,108.419053,13015
898,22.80998,108.405201,22111
899,22.815013,108.42233600000002,13389
900,22.870734,108.408504,10215
901,22.79605,108.370101,12426
902,22.816032,108.407193,22093
903,22.832093,108.39088,15905
904,22.783749,108.350255,11663
905,22.783749,108.350255,12156
906,22.816853,108.466943,8312
907,22.840746,108.417652,14762
908,22.816399,108.487697,8696
909,22.834619,108.392011,16990
910,22.816853,108.466943,7250
911,22.827784,108.389218,21334
912,22.807747,108.454623,9651
913,22.838343,108.402488,15160
