,LATB,LNGB,price
1488,22.805969,108.399576,18657
1489,22.812494,108.424256,15101
1490,22.83756,108.379517,17317
1491,22.767764,108.505105,3434
1492,22.815774,108.400712,34351
1493,22.839602,108.41071,10380
1494,22.816853,108.466943,9282
1495,22.822691,108.423086,12098
1496,22.870734,108.408504,9926
1497,22.834937,108.409756,18512
1498,22.82046,108.432398,9656
1499,22.800504,108.429898,11852
1500,22.797567,108.45443,10828
1501,22.813564000000003,108.454998,7414
1502,22.816032,108.407193,19638
1503,22.782232,108.346856,11057
1504,22.810041,108.427339,13018
1505,22.822691,108.423086,11748
1506,22.832808,108.365679,12145
1507,22.805763,108.429472,12043
1508,22.826241,108.429165,15177
1509,22.800504,108.429898,11910
1510,22.779896,108.352235,9643
1511,22.832589,108.40888,19636
1512,22.805763,108.429472,10526
1513,22.810623,108.399987,18432
1514,22.80998,108.405201,20616
1515,22.805765,108.430969,15012
1516,22.820304,108.402343,16638
1517,22.816032,108.407193,23084
1518,22.811578,108.372606,12601
1519,22.815995,108.457454,9385
1520,22.820304,108.402343,16638
1521,22.816032,108.407193,23084
1522,22.811578,108.372606,12601
1523,22.816074,108.33681599999998,16997
1524,22.816676,108.334325,17750
1525,22.816074,108.33681599999998,16997
1526,22.800504,108.429898,14889
1527,22.800504,108.429898,12022
1528,22.822691,108.423086,12921
1529,22.799753,108.35838,10104
1530,22.816853,108.466943,8359
1531,22.82913,108.419332,12292
1532,22.822528,108.429874,13696
1533,22.824259,108.421849,10620
1534,22.836349,108.379256,17582
1535,22.816399,108.487697,8478
1536,22.849897,108.386616,12669
1537,22.800504,108.429898,11864
1538,22.832011,108.42238799999998,17609
1539,22.800504,108.429898,12946
1540,22.776670000000006,108.345202,17759
1541,22.832666,108.426085,11989
1542,22.816853,108.466943,7416
1543,22.788485,108.362567,15000
1544,22.815013,108.42233600000002,14599
1545,22.824801,108.344122,17873
1546,22.815324,108.424916,15636
1547,22.779952,108.357897,15827
1548,22.813257,108.412646,32941
1549,22.800504,108.429898,12288
1550,22.80998,108.405201,22693
1551,22.830636,108.387095,13645
1552,22.804597,108.404567,21387
1553,22.810954,108.405838,21918
1554,22.799885,108.373165,11010
1555,22.815809,108.339031,19333
1556,22.80689,108.340919,14444
1557,22.81868,108.451906,8233
1558,22.82109,108.373816,19705
1559,22.816074,108.33681599999998,17212
1560,22.834937,108.409756,18130
1561,22.808349,108.360391,11557
1562,22.846691,108.387662,14734
1563,22.800504,108.429898,14000
1564,22.830745,108.389774,16810
1565,22.823368,108.380194,23883
1566,22.80998,108.405201,20289
1567,22.816853,108.466943,8351
1568,22.784233,108.346322,12041
1569,22.779952,108.357897,16503
1570,22.827784,108.389218,18702
1571,22.832011,108.42238799999998,16884
1572,22.870734,108.408504,11000
1573,22.838429,108.406413,11053
1574,22.800504,108.429898,13000
1575,22.835281,108.41388899999998,20729
1576,22.797567,108.45443,11922
1577,22.829968,108.41123,18393
1578,22.804818,108.456869,8571
1579,22.779952,108.357897,16643
1580,22.824488,108.41826,25652
1581,22.815013,108.42233600000002,13041
1582,22.849232,108.389066,12817
1583,22.849897,108.386616,16284
1584,22.798538,108.454328,11761
1585,22.783749,108.350255,12365
1586,22.816853,108.466943,8150
1587,22.832011,108.42238799999998,18684
1588,22.815013,108.42233600000002,14504
1589,22.83756,108.379517,18753
1590,22.822093,108.42611,13224
1591,22.80689,108.340919,15854
1592,22.812494,108.424256,14452
1593,22.820349,108.33563,17692
1594,22.818603,108.372944,11099
1595,22.812494,108.424256,15992
1596,22.836603,108.40915,20974
1597,22.827861,108.339278,16667
1598,22.816032,108.407193,19189
1599,22.832093,108.39088,18554
1600,22.815201,108.471218,8483
1601,22.822811,108.340449,18539
1602,22.832011,108.42238799999998,17855
1603,22.813068,108.44317,8865
1604,22.799753,108.35838,11042
1605,22.805763,108.429472,9840
1606,22.779952,108.357897,16436
1607,22.788022,108.361159,14774
1608,22.812029000000006,108.418237,15524
1609,22.810725,108.40108,19546
1610,22.838343,108.402488,17488
1611,22.827772,108.386974,20656
1612,22.810041,108.427339,13967
1613,22.800417000000003,108.365792,17357
1614,22.817849,108.463148,7836
1615,22.824014,108.340217,18467
1616,22.823602,108.384888,15102
1617,22.836396,108.39948400000002,13978
1618,22.80998,108.405201,23061
1619,22.810805,108.365067,14744
1620,22.849897,108.386616,14085
1621,22.800504,108.429898,13448
1622,22.834833,108.417579,16629
1623,22.815013,108.42233600000002,14511
1624,22.812494,108.424256,15302
1625,22.80998,108.405201,23061
1626,22.810805,108.365067,14744
1627,22.849897,108.386616,14085
1628,22.800504,108.429898,13448
1629,22.834833,108.417579,16629
1630,22.820304,108.402343,16332
1631,22.849232,108.389066,13710
1632,22.816853,108.466943,8197
1633,22.782232,108.346856,10873
1634,22.812494,108.424256,13746
1635,22.815013,108.42233600000002,15371
1636,22.838404,108.425194,8001
1637,22.800504,108.429898,13753
1638,22.805381,108.465103,9333
1639,22.810623,108.399987,18998
1640,22.851182,108.389131,13671
1641,22.815201,108.471218,6742
1642,22.783749,108.350255,11536
1643,22.83756,108.379517,19016
1644,22.798538,108.454328,10506
1645,22.779952,108.357897,16043
1646,22.816853,108.466943,7999
1647,22.800417000000003,108.365792,14248
1648,22.834309,108.4194,12846
1649,22.788783,108.358534,15196
1650,22.80998,108.405201,21023
1651,22.846691,108.387662,15062
1652,22.83756,108.379517,17317
1653,22.783749,108.350255,13469
1654,22.816853,108.466943,8288
1655,22.78276,108.343934,14348
1656,22.808013,108.39918,23219
1657,22.813223,108.404272,15821
1658,22.870734,108.408504,9700
1659,22.783749,108.350255,11973
1660,22.870734,108.408504,10650
1661,22.799753,108.35838,10507
1662,22.804597,108.404567,20374
1663,22.779952,108.357897,16043
1664,22.800504,108.429898,12791
1665,22.800728,108.455599,12041
1666,22.823074,108.397479,14000
1667,22.813497,108.405315,17190
1668,22.783749,108.350255,12891
1669,22.838343,108.402488,16627
1670,22.782232,108.346856,10875
1671,22.813028,108.419053,13335
1672,22.815324,108.424916,14783
1673,22.816853,108.466943,8197
1674,22.812494,108.424256,14114
1675,22.805381,108.465103,9292
1676,22.815201,108.471218,7753
1677,22.83756,108.379517,19575
1678,22.816853,108.466943,7999
1679,22.813223,108.404272,18072
1680,22.779952,108.357897,16223
1681,22.779952,108.357897,16043
1682,22.800504,108.429898,12791
1683,22.815201,108.471218,7753
1684,22.800728,108.455599,12041
1685,22.813223,108.404272,18072
1686,22.823074,108.397479,14000
1687,22.813497,108.405315,17190
1688,22.783749,108.350255,12891
1689,22.838343,108.402488,16627
1690,22.782232,108.346856,10875
1691,22.813028,108.419053,13335
1692,22.815324,108.424916,14783
1693,22.8331,108.368188,11560
1694,22.826704,108.420771,17894
1695,22.804597,108.404567,20681
1696,22.805381,108.465103,9649
1697,22.8241,108.415594,15719
1698,22.797197,108.359642,11067
1699,22.812494,108.424256,14976
1700,22.788022,108.361159,15155
1701,22.822691,108.423086,13908
1702,22.779952,108.357897,16337
1703,22.811834,108.349835,12347
1704,22.815013,108.42233600000002,19526
1705,22.831847,108.373952,21307
1706,22.829226,108.34328700000002,16224
1707,22.8288,108.397556,13755
1708,22.779952,108.357897,17626
1709,22.814535,108.377905,14599
1710,22.816676,108.334325,15699
1711,22.808013,108.39918,22021
1712,22.851182,108.389131,14265
1713,22.834937,108.409756,18849
1714,22.800504,108.429898,16047
1715,22.797197,108.359642,10163
1716,22.834646,108.393592,9184
1717,22.793463,108.499627,7518
1718,22.812364,108.428001,15984
1719,22.816853,108.466943,7972
1720,22.828439000000003,108.392012,12779
1721,22.815809,108.339031,18250
1722,22.800504,108.429898,12947
1723,22.767764,108.505105,3810
1724,22.838343,108.402488,15654
1725,22.822691,108.423086,13258
1726,22.800728,108.455599,14336
1727,22.812494,108.424256,13851
1728,22.79605,108.370101,14363
1729,22.803805,108.371219,13908
1730,22.788783,108.358534,15255
1731,22.810623,108.399987,19155
1732,22.788022,108.361159,14865
1733,22.779952,108.357897,16223
1734,22.815201,108.471218,8125
1735,22.831745,108.414956,14555
1736,22.820846,108.407455,13217
1737,22.813386,108.488059,19068
1738,22.821497,108.358386,14063
1739,22.834937,108.409756,16079
1740,22.836603,108.40915,21018
1741,22.826704,108.420771,18671
1742,22.808349,108.360391,10816
1743,22.779952,108.357897,16556
1744,22.800504,108.429898,12500
1745,22.832666,108.426085,13739
1746,22.81623,108.462245,8754
1747,22.782232,108.346856,11245
1748,22.799753,108.35838,9638
1749,22.82046,108.432398,12733
1750,22.846691,108.387662,13394
1751,22.816853,108.466943,7163
1752,22.810188,108.387423,20629
1753,22.797197,108.359642,10497
1754,22.834937,108.409756,17783
1755,22.838343,108.402488,15789
1756,22.826241,108.429165,13347
1757,22.832666,108.426085,12763
1758,22.807943,108.375295,11450
1759,22.815774,108.400712,24427
1760,22.834937,108.409756,18624
1761,22.849232,108.389066,11971
1762,22.8288,108.397556,13847
1763,22.835281,108.41388899999998,18294
1764,22.804818,108.456869,10337
1765,22.851182,108.389131,14014
1766,22.800504,108.429898,12353
1767,22.834937,108.409756,18104
1768,22.836603,108.40915,15342
1769,22.784173000000006,108.502781,7051
1770,22.800504,108.429898,12955
1771,22.832589,108.40888,18385
1772,22.806038,108.375844,15434
1773,22.81561,108.374065,10400
1774,22.831847,108.373952,23523
1775,22.822588,108.409196,13106
1776,22.825021,108.410681,16058
1777,22.812364,108.428001,17279
1778,22.825918,108.38058,25704
1779,22.83756,108.379517,19225
1780,22.815774,108.400712,28571
1781,22.836603,108.40915,14522
1782,22.83233,108.367073,9026
1783,22.822093,108.42611,12623
1784,22.827784,108.389218,15462
1785,22.808013,108.39918,17994
1786,22.815013,108.42233600000002,13100
1787,22.810188,108.387423,16732
1788,22.827784,108.389218,15462
1789,22.808013,108.39918,17994
1790,22.815013,108.42233600000002,13100
1791,22.812364,108.428001,14135
1792,22.810805,108.365067,15493
1793,22.836392,108.363205,9797
1794,22.822093,108.42611,13201
1795,22.834833,108.417579,14607
1796,22.815775,108.404909,15254
1797,22.827784,108.389218,15462
1798,22.816074,108.33681599999998,17750
1799,22.810725,108.40108,19106
1800,22.808349,108.360391,14368
1801,22.800504,108.429898,13514
1802,22.836349,108.379256,20229
1803,22.808349,108.360391,13147
1804,22.834833,108.417579,14494
1805,22.832666,108.426085,13509
1806,22.779952,108.357897,17829
1807,22.779952,108.357897,16767
1808,22.835281,108.41388899999998,20976
1809,22.807461,108.376775,18095
1810,22.818391,108.481283,13000
1811,22.808425,108.393252,14433
1812,22.833611,108.423751,16667
1813,22.810725,108.40108,18400
1814,22.812364,108.428001,13333
1815,22.817758,108.394975,24064
1816,22.870734,108.408504,11471
1817,22.800504,108.429898,12135
1818,22.832093,108.39088,15905
1819,22.835281,108.41388899999998,15744
1820,22.808349,108.360391,10855
1821,22.82462,108.374802,24390
1822,22.783749,108.350255,10371
1823,22.823579,108.419854,14006
1824,22.836603,108.40915,15076
1825,22.832666,108.426085,12540
1826,22.829968,108.41123,17963
1827,22.811391,108.406438,20330
1828,22.811391,108.406438,20200
1829,22.81039,108.404442,24908
1830,22.823299,108.411173,14565
1831,22.812364,108.428001,19880
1832,22.824801,108.344122,18395
1833,22.81465,108.372464,15663
1834,22.846691,108.387662,13230
1835,22.824801,108.344122,19665
1836,22.818349,108.474596,20408
1837,22.816074,108.33681599999998,17727
1838,22.832011,108.42238799999998,16527
1839,22.846691,108.387662,13171
1840,22.825918,108.38058,19863
1841,22.816853,108.466943,7781
1842,22.779952,108.357897,16794
1843,22.802317,108.452181,9603
1844,22.815013,108.42233600000002,15691
1845,22.849232,108.389066,13152
1846,22.846691,108.387662,13642
1847,22.810041,108.427339,10656
1848,22.779387,108.342495,10438
1849,22.799753,108.35838,10104
1850,22.807747,108.454623,8693
1851,22.832666,108.426085,11284
1852,22.817601,108.46555,15000
1853,22.815013,108.42233600000002,13779
1854,22.823768,108.376036,20349
1855,22.779952,108.357897,16778
1856,22.779952,108.357897,16667
1857,22.812297,108.455116,8140
1858,22.831661,108.371141,15493
1859,22.78276,108.343934,11953
1860,22.834937,108.409756,17855
1861,22.846691,108.387662,13952
1862,22.834937,108.409756,25203
1863,22.832093,108.39088,15974
1864,22.849232,108.389066,13518
1865,22.825021,108.410681,13445
1866,22.836603,108.40915,16957
1867,22.8206,108.348172,15973
1868,22.808537,108.446512,11364
1869,22.815397,108.337331,16804
1870,22.812297,108.455116,6941
1871,22.815809,108.339031,19184
1872,22.81039,108.404442,21960
1873,22.800504,108.429898,12360
1874,22.824801,108.344122,18553
1875,22.830355,108.424097,14048
1876,22.805066,108.422828,18198
1877,22.779952,108.357897,16535
1878,22.807747,108.454623,8905
1879,22.827656,108.39511,19060
1880,22.820152,108.455938,7823
1881,22.783749,108.350255,16132
1882,22.832589,108.40888,18523
1883,22.834907,108.369888,13871
1884,22.826704,108.420771,20770
1885,22.805765,108.430969,12384
1886,22.836603,108.40915,16796
1887,22.8288,108.397556,12433
1888,22.800504,108.429898,13423
1889,22.805969,108.399576,15916
1890,22.81315,108.414538,15447
1891,22.849897,108.386616,13052
1892,22.793463,108.499627,7826
1893,22.816032,108.407193,19527
1894,22.800417000000003,108.365792,12578
1895,22.808349,108.360391,11795
1896,22.829226,108.34328700000002,15625
1897,22.779952,108.357897,16111
1898,22.846691,108.387662,13952
1899,22.815013,108.42233600000002,13476
1900,22.805381,108.465103,8806
1901,22.783749,108.350255,12825
1902,22.846691,108.387662,15378
1903,22.805381,108.465103,10575
1904,22.812494,108.424256,14596
1905,22.798538,108.454328,10983
1906,22.81315,108.414538,14754
1907,22.815013,108.42233600000002,12891
1908,22.825645,108.391336,16007
1909,22.870734,108.408504,9600
1910,22.849897,108.386616,13897
1911,22.784233,108.346322,12471
1912,22.816853,108.466943,7059
1913,22.81315,108.414538,15447
1914,22.849897,108.386616,11424
1915,22.815013,108.42233600000002,12891
1916,22.825645,108.391336,16007
1917,22.81315,108.414538,15447
1918,22.870734,108.408504,9600
1919,22.849897,108.386616,13897
1920,22.784233,108.346322,12471
1921,22.816853,108.466943,7059
1922,22.783749,108.350255,12273
1923,22.810725,108.40108,17827
1924,22.849897,108.386616,14294
1925,22.838343,108.402488,16114
1926,22.870734,108.408504,12900
1927,22.782232,108.346856,10104
1928,22.779952,108.357897,16000
1929,22.83756,108.379517,23194
1930,22.80689,108.340919,16585
1931,22.812297,108.455116,7778
1932,22.834937,108.409756,20101
1933,22.814164,108.440779,8443
1934,22.820152,108.455938,6905
1935,22.815324,108.424916,14086
1936,22.816853,108.466943,8159
1937,22.812494,108.424256,14452
1938,22.826704,108.420771,21445
1939,22.816853,108.466943,8700
1940,22.800504,108.429898,14531
1941,22.815013,108.42233600000002,16074
1942,22.817849,108.463148,8448
1943,22.8105,108.342891,15416
1944,22.828232,108.390548,15296
1945,22.798538,108.454328,11901
1946,22.823368,108.380194,23107
1947,22.831088,108.36022,13575
1948,22.832808,108.365679,12145
1949,22.825645,108.391336,17363
1950,22.834907,108.369888,14629
1951,22.808653,108.394114,17220
1952,22.805763,108.429472,9596
1953,22.816853,108.466943,8725
1954,22.834868,108.367261,13964
1955,22.838341,108.407361,13178
1956,22.799753,108.35838,12270
1957,22.812297,108.455116,7905
1958,22.808159,108.38563899999998,14420
1959,22.81623,108.462245,8137
1960,22.823579,108.419854,13766
1961,22.810623,108.399987,20824
1962,22.800504,108.429898,14773
1963,22.800504,108.429898,13514
1964,22.831834,108.404383,24412
1965,22.826704,108.420771,15649
1966,22.824801,108.344122,16714
1967,22.805765,108.430969,10172
1968,22.870734,108.408504,10753
1969,22.805765,108.430969,10172
1970,22.870734,108.408504,10753
1971,22.81868,108.451906,8571
1972,22.81039,108.404442,25587
1973,22.783749,108.350255,12300
1974,22.779952,108.357897,16889
1975,22.835281,108.41388899999998,19538
1976,22.822024,108.426827,10441
1977,22.800417000000003,108.365792,14105
1978,22.870734,108.408504,10645
1979,22.849897,108.386616,13098
1980,22.826704,108.420771,15517
1981,22.812494,108.424256,12059
1982,22.831847,108.373952,21470
1983,22.800504,108.429898,13333
1984,22.822981,108.337945,12874
1985,22.800417000000003,108.365792,15118
1986,22.813028,108.419053,12000
1987,22.800504,108.429898,14045
1988,22.800504,108.429898,13889
1989,22.800504,108.429898,15315
1990,22.819888,108.346778,13622
1991,22.800504,108.429898,13333
1992,22.815013,108.42233600000002,13670
1993,22.832589,108.40888,26573
1994,22.839249,108.407846,14428
1995,22.800504,108.429898,11961
1996,22.832666,108.426085,12556
1997,22.849897,108.386616,12449
1998,22.832011,108.42238799999998,17290
1999,22.808013,108.39918,20518
2000,22.810623,108.399987,18001
2001,22.812364,108.428001,15542
2002,22.831834,108.404383,25000
2003,22.807747,108.454623,9053
2004,22.800504,108.429898,13263
2005,22.870734,108.408504,11618
2006,22.832589,108.40888,21297
2007,22.81868,108.451906,9195
2008,22.834833,108.417579,13483
2009,22.806446,108.341845,15602
2010,22.800504,108.429898,13604
2011,22.800504,108.429898,13514
2012,22.832093,108.39088,15678
2013,22.800504,108.429898,13977
2014,22.783749,108.350255,13069
2015,22.846691,108.387662,15988
2016,22.836603,108.40915,17113
2017,22.798538,108.454328,10590
2018,22.797197,108.359642,11514
2019,22.815013,108.42233600000002,15299
2020,22.846691,108.387662,13466
2021,22.815013,108.42233600000002,15299
2022,22.832589,108.40888,20610
2023,22.825211,108.428655,12526
2024,22.815324,108.424916,13591
2025,22.810725,108.40108,18339
2026,22.822024,108.426827,11378
2027,22.832666,108.426085,14884
2028,22.851182,108.389131,12059
2029,22.824801,108.344122,17743
2030,22.799753,108.35838,10571
2031,22.812943,108.410779,18164
2032,22.849897,108.386616,12986
2033,22.800504,108.429898,13000
2034,22.810188,108.387423,18063
2035,22.815013,108.42233600000002,14358
2036,22.833963,108.36536,10601
2037,22.815013,108.42233600000002,14041
2038,22.832197,108.349532,15049
2039,22.83756,108.379517,16015
2040,22.83756,108.379517,17923
2041,22.804818,108.456869,9412
2042,22.815013,108.42233600000002,14237
2043,22.812494,108.424256,13457
2044,22.807943,108.375295,12553
2045,22.81315,108.414538,14682
2046,22.838343,108.402488,14186
2047,22.816399,108.487697,8303
2048,22.815013,108.42233600000002,15847
2049,22.823579,108.419854,13886
2050,22.782232,108.346856,10325
2051,22.870734,108.408504,10147
2052,22.8241,108.415594,11890
2053,22.808349,108.360391,11111
2054,22.822093,108.42611,12881
2055,22.83756,108.379517,18317
2056,22.834907,108.369888,15171
2057,22.836327,108.351021,8800
2058,22.836392,108.363205,9646
2059,22.823579,108.419854,13623
2060,22.798538,108.454328,10161
2061,22.832589,108.40888,19899
2062,22.822713,108.41217,13750
2063,22.800504,108.429898,12000
2064,22.822666,108.407634,15909
2065,22.821943,108.390651,14458
2066,22.8241,108.415594,15599
2067,22.78276,108.343934,12785
2068,22.82996,108.387356,15328
2069,22.851182,108.389131,12994
2070,22.870734,108.408504,9706
2071,22.846691,108.387662,13171
2072,22.838343,108.402488,13915
2073,22.838343,108.402488,14253
2074,22.836603,108.40915,14522
2075,22.805969,108.399576,16314
2076,22.810188,108.387423,17235
2077,22.851182,108.389131,13001
2078,22.851182,108.389131,13017
2079,22.798538,108.454328,9884
2080,22.82996,108.387356,13905
2081,22.798392,108.363845,9600
2082,22.815201,108.471218,8427
2083,22.807461,108.376775,16549
2084,22.817148,108.336791,17363
2085,22.834309,108.4194,13483
2086,22.835281,108.41388899999998,19602
2087,22.825021,108.410681,14122
2088,22.807461,108.376775,18214
2089,22.834907,108.369888,12783
2090,22.82996,108.387356,16842
2091,22.807253,108.37447,13086
2092,22.832011,108.42238799999998,17578
2093,22.818132,108.348968,24444
2094,22.783749,108.350255,12405
2095,22.8241,108.415594,17545
2096,22.851182,108.389131,11933
2097,22.836603,108.40915,14235
2098,22.812364,108.428001,14444
2099,22.812364,108.428001,15333
2100,22.798392,108.363845,8083
2101,22.810725,108.40108,19383
2102,22.800504,108.429898,12000
2103,22.812364,108.428001,13333
2104,22.798392,108.363845,8083
2105,22.836392,108.363205,9646
2106,22.82379,108.431774,16993
2107,22.821001000000006,108.373288,18061
2108,22.810188,108.387423,19848
2109,22.822528,108.429874,14022
2110,22.810954,108.405838,17835
2111,22.805763,108.429472,9596
2112,22.788783,108.358534,15878
2113,22.807461,108.376775,19305
2114,22.81039,108.404442,21960
2115,22.832589,108.40888,21017
2116,22.849897,108.386616,13907
2117,22.817148,108.336791,17188
2118,22.807461,108.376775,16429
2119,22.814535,108.377905,14474
2120,22.797197,108.359642,11239
2121,22.800504,108.429898,13964
2122,22.81284,108.468286,7279
2123,22.779952,108.357897,16372
2124,22.824801,108.344122,18616
2125,22.813386,108.488059,17621
2126,22.827575,108.354849,13107
2127,22.824801,108.344122,16285
2128,22.826704,108.420771,18036
2129,22.832093,108.39088,15910
2130,22.800504,108.429898,11840
2131,22.811578,108.372606,13126
2132,22.815654,108.402992,17724
2133,22.783749,108.350255,13689
2134,22.783749,108.350255,11883
2135,22.805682,108.371727,10896
2136,22.804126,108.35263,10963
2137,22.802712,108.346225,10000
2138,22.805969,108.399576,19248
2139,22.810623,108.399987,20102
2140,22.782232,108.346856,11010
2141,22.846691,108.387662,13394
2142,22.818391,108.481283,13235
2143,22.784233,108.346322,11619
2144,22.807747,108.454623,8571
2145,22.846691,108.387662,12780
2146,22.849232,108.389066,12531
2147,22.807253,108.37447,11649
2148,22.815775,108.404909,15254
2149,22.813497,108.405315,16636
2150,22.834868,108.367261,13485
2151,22.836603,108.40915,14963
2152,22.834937,108.409756,25203
2153,22.835281,108.41388899999998,18262
2154,22.846691,108.387662,14078
2155,22.81473,108.40175,16593
2156,22.849897,108.386616,13341
2157,22.846691,108.387662,13952
2158,22.821001000000006,108.373288,18061
2159,22.836603,108.40915,14963
2160,22.834937,108.409756,25203
2161,22.835281,108.41388899999998,18262
2162,22.846691,108.387662,14078
2163,22.81473,108.40175,16593
2164,22.849897,108.386616,13341
2165,22.800504,108.429898,13889
2166,22.815397,108.337331,15200
2167,22.849897,108.386616,14357
2168,22.803805,108.371219,14126
2169,22.805381,108.465103,10230
2170,22.800504,108.429898,12222
2171,22.800504,108.429898,12000
2172,22.834907,108.369888,14521
2173,22.807943,108.375295,14557
2174,22.807461,108.376775,16549
2175,22.814261,108.464899,7450
2176,22.798538,108.454328,9799
2177,22.846691,108.387662,13952
2178,22.834309,108.4194,15041
2179,22.846691,108.387662,13171
2180,22.800504,108.429898,13556
2181,22.851182,108.389131,14021
2182,22.815013,108.42233600000002,13509
2183,22.822093,108.42611,11308
2184,22.824801,108.344122,15285
2185,22.838429,108.406413,11019
2186,22.800504,108.429898,12614
2187,22.821497,108.358386,13171
2188,22.870734,108.408504,10215
2189,22.831745,108.414956,15467
2190,22.816032,108.407193,23498
2191,22.838343,108.402488,14052
2192,22.870734,108.408504,9600
2193,22.783749,108.350255,12045
2194,22.779952,108.357897,17708
2195,22.81039,108.404442,22598
2196,22.816853,108.466943,8267
2197,22.812639,108.336222,20842
2198,22.815013,108.42233600000002,16647
2199,22.839602,108.41071,9848
2200,22.81561,108.374065,11719
2201,22.836603,108.40915,18118
2202,22.838343,108.402488,16054
2203,22.849897,108.386616,12669
2204,22.838343,108.402488,16054
2205,22.838343,108.402488,16054
2206,22.849897,108.386616,12669
2207,22.836392,108.363205,9721
2208,22.825645,108.391336,17753
2209,22.813497,108.405315,16520
2210,22.811902,108.403828,18754
2211,22.830355,108.424097,16499
2212,22.797567,108.45443,11291
2213,22.792107,108.503655,7396
2214,22.821352,108.351004,13750
2215,22.81284,108.468286,9614
2216,22.826704,108.420771,17879
2217,22.800504,108.429898,11932
2218,22.799753,108.35838,10104
2219,22.835281,108.41388899999998,18078
2220,22.825021,108.410681,14557
2221,22.779952,108.357897,16416
2222,22.846691,108.387662,14580
2223,22.805969,108.399576,17666
2224,22.839602,108.41071,10483
2225,22.807747,108.454623,8719
2226,22.849897,108.386616,13818
2227,22.782232,108.346856,11010
2228,22.816399,108.487697,8635
2229,22.807747,108.454623,8719
2230,22.78276,108.343934,12785
2231,22.813028,108.419053,12103
2232,22.815013,108.42233600000002,17201
2233,22.788022,108.361159,14774
2234,22.815013,108.42233600000002,14548
2235,22.804818,108.456869,8125
2236,22.815201,108.471218,8000
2237,22.82996,108.387356,13636
2238,22.815013,108.42233600000002,16452
2239,22.870734,108.408504,9800
2240,22.838429,108.406413,10889
2241,22.815013,108.42233600000002,15042
2242,22.806525,108.344235,16102
2243,22.814073,108.341949,17905
2244,22.798392,108.363845,9896
2245,22.800417000000003,108.365792,17357
2246,22.818812,108.360476,13855
2247,22.838404,108.425194,9003
2248,22.810561,108.363106,23830
2249,22.822691,108.423086,12463
2250,22.812494,108.424256,15633
2251,22.816853,108.466943,7998
2252,22.83479,108.398517,16754
2253,22.800504,108.429898,11932
2254,22.798538,108.454328,10830
2255,22.838343,108.402488,16054
2256,22.849897,108.386616,12939
2257,22.838343,108.402488,17425
2258,22.812494,108.424256,15633
2259,22.816853,108.466943,7998
2260,22.83479,108.398517,16754
2261,22.800504,108.429898,11932
2262,22.798538,108.454328,10830
2263,22.800504,108.429898,13475
2264,22.815324,108.424916,12707
2265,22.812494,108.424256,13860
2266,22.798538,108.454328,11011
2267,22.817148,108.336791,17033
2268,22.800504,108.429898,12091
2269,22.800504,108.429898,13444
2270,22.800504,108.429898,12135
2271,22.800504,108.429898,11919
2272,22.816853,108.466943,7966
2273,22.798538,108.454328,11296
2274,22.816032,108.407193,18860
2275,22.870734,108.408504,11000
2276,22.827656,108.39511,18290
2277,22.814545000000006,108.330882,12766
2278,22.816399,108.487697,7753
2279,22.779952,108.357897,16889
2280,22.804818,108.456869,10222
2281,22.779952,108.357897,17829
2282,22.836603,108.40915,16111
2283,22.831847,108.373952,23073
2284,22.834833,108.417579,16333
2285,22.783749,108.350255,11587
2286,22.779952,108.357897,19930
2287,22.800417000000003,108.365792,15118
2288,22.779952,108.357897,17463
2289,22.81284,108.468286,9414
2290,22.839602,108.41071,10914
2291,22.838404,108.425194,7211
2292,22.8288,108.397556,16185
2293,22.815013,108.42233600000002,13946
2294,22.816853,108.466943,8056
2295,22.851182,108.389131,13303
2296,22.846691,108.387662,14934
2297,22.832589,108.40888,18313
2298,22.816676,108.334325,16296
2299,22.846691,108.387662,15702
2300,22.799885,108.373165,11091
2301,22.783749,108.350255,13689
2302,22.846691,108.387662,15974
2303,22.819864000000006,108.341699,11654
2304,22.812943,108.410779,17777
2305,22.825645,108.391336,16007
2306,22.846691,108.387662,15974
2307,22.788022,108.361159,15155
2308,22.800417000000003,108.365792,14470
2309,22.800504,108.429898,13455
2310,22.836603,108.40915,15884
2311,22.779952,108.357897,15799
2312,22.782232,108.346856,11245
2313,22.815201,108.471218,7765
2314,22.816853,108.466943,8538
2315,22.82996,108.387356,17037
2316,22.837255,108.363627,11905
2317,22.813028,108.419053,14078
2318,22.812494,108.424256,15622
2319,22.798538,108.454328,11094
2320,22.822093,108.42611,14001
2321,22.82996,108.387356,14476
2322,22.807747,108.454623,9493
2323,22.851182,108.389131,12605
2324,22.82996,108.387356,13043
2325,22.849232,108.389066,13564
2326,22.816853,108.466943,8144
2327,22.817623,108.336848,16889
2328,22.815013,108.42233600000002,16007
2329,22.817148,108.336791,18132
2330,22.804597,108.404567,21355
2331,22.814535,108.377905,14599
2332,22.828808,108.34579,15576
2333,22.816705,108.411084,16870
2334,22.804818,108.456869,9180
2335,22.836396,108.39948400000002,15734
2336,22.817407,108.418403,15503
2337,22.805682,108.371727,12056
2338,22.799885,108.373165,9737
2339,22.803762,108.342079,13665
2340,22.838343,108.402488,14548
2341,22.815324,108.424916,13827
2342,22.846691,108.387662,15515
2343,22.849897,108.386616,16206
2344,22.826704,108.420771,18445
2345,22.822626,108.420348,27686
2346,22.800504,108.429898,14324
2347,22.838343,108.402488,18809
